offer_id	organization_id	discount	recommended_revenue	recommended_pid	recommended_pid_name	physical_channel	published_revenue	new_potential_revenue	shipments	wps	product_cluster	industry_code	contactrole	reason_for_lead	lead_source_type	primary_competitor
CL_O_114503475727	DHL CL	50.99976697719847	121.86335294117647	NULL	TDI_51%	NULL	242.0364	60.0	2	60.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	FedEx
CL_O_115779143734	DHL CL	30.001516760200218	15.62514705882353	NULL	TDI_33%	NULL	19.779	38.7	5	0.5	TDImport	AUTOCOVH	Approver	NULL	Manual	NONE
CL_O_115880048960	DHL CL	45.0	42.14973529411765	NULL	TDI_38%	NULL	58.26	96.0	1	50.0	TDImport	ENGMMINE	Influencer	Cash Customer	CSV	NULL
CL_O_114459820088	DHL CL	50.00274995089374	9.995029411764706	NULL	TDD_11%	NULL	11.23014705882353	12.0	10	2.0	TDDom	LSHEHCDB	Influencer	Cash Customer	CSV	NULL
CL_O_115050232762	DHL CL	60.00052561727179	56.30638235294117	NULL	TDI_41%	NULL	91.3212	7.38	2	71.9	TDImport	LSHEPHAR	NULL	Website	CSV	Other
CL_O_115050506121	DHL CL	29.997285664430564	2.2072058823529415	NULL	TDD_03%	NULL	2.2755	4.7586	4	0.5	TDDom	CSMRCSDU	Influencer	Campaign	Liveball	NULL
CL_O_115827119306	DHL CL	45.005505741702066	3.8453823529411766	NULL	TDE_14%	NULL	3.8142	0.06	1	1.0	TDExport	LSHECLTR	User	NULL	NULL	NULL
CL_O_115837612629	DHL CL	45.0	27.703500000000002	NULL	TDI_36%	NULL	36.924	24.0	1	30.0	TDImport	TECHCSEL	Influencer	Cash Customer	CSV	NULL
CL_O_114457998301	DHL CL	49.994903490645584	98.88935294117647	NULL	TDI_FTB1805	NULL	194.2506	97.08	3	30.0	TDImport	AUTOARFF	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_114412440155	DHL CL	17.99965893587995	5.978823529411764	NULL	TDI_18%	NULL	7.0368	12.0	1	1.0	TDImport	OTHROTHR	Influencer	Campaign	Liveball	NULL
CL_O_114457931798	DHL CL	35.019016762924366	25.360147058823532	NULL	TDE_FTB1802	NULL	38.3346	25.02	3	10.0	TDExport	CSMRCSDU	Influencer	Campaign	Liveball	NULL
CL_O_114412625376	DHL CL	50.00035925476193	51.050029411764704	NULL	TDI_41%	NULL	83.5062	18.0	1	40.0	TDImport	FASHFASH	Influencer	Cash Customer	CSV	NULL
CL_O_115865986344	DHL CL	65.0011788560381	113.25150000000001	NULL	TDI_49%	NULL	190.863	30.0	10	10.9	TDImport	ENGMINDE	Influencer	Website	CSV	NULL
CL_O_115111438037	DHL CL	57.999977553898695	87.1129411764706	NULL	TDI_49%	NULL	160.3842	18.0	1	80.0	TDImport	ENGMCSEQ	Influencer	Cash Customer	CSV	NULL
CL_O_115061369511	DHL CL	56.000139149794755	91.78164705882352	NULL	TDI_49%	NULL	172.476	48.0	1	150.0	TDImport	ENGMINDE	Approver	NULL	Other	Freight Forwarder
CL_O_113233848861	DHL CL	14.47184394552815	6.851999999999999	NULL	TD3_18%	NULL	8.151	0.18	1	1.0	TD3rd	ENGMCSEQ	Decision Maker	NULL	NULL	NULL
CL_O_115825729281	DHL CL	35.0	19.150411764705883	NULL	TDI_35%	NULL	25.596	25.2	1	20.0	TDImport	OTHROTHR	Influencer	NULL	Other	FedEx
CL_O_113228127421	DHL CL	74.25584434441701	3.4733823529411767	NULL	TDI_18%	NULL	4.1322	0.18	1	1.0	TDImport	ENGMMINE	Decision Maker	NULL	NULL	NULL
CL_O_115098325428	DHL CL	69.21723834652595	35.57258823529412	NULL	TDE_37%	NULL	53.2116	32.76	10	2.0	TDExport	OTHROTHR	Decision Maker	NULL	Manual	NULL
CL_O_113233881734	DHL CL	67.99943716010753	320.6858823529412	NULL	TDE_72%	NULL	1117.1916	270.0	40	30.0	TDExport	PROFLOGS	User	NULL	Manual	FedEx
CL_O_114411964030	DHL CL	39.99933061115202	34.54888235294118	NULL	TDI_38%	NULL	53.7804	18.0	3	13.0	TDImport	PROFCLPS	Influencer	Cash Customer	CSV	NULL
CL_O_114460787324	DHL CL	35.00078653452886	3.3638823529411765	NULL	TDE_14%	NULL	3.8142	22.4052	1	1.0	TDExport	FASHFASH	Influencer	Cash Customer	CSV	NULL
CL_O_115062234877	DHL CL	40.000949577438035	33.228	NULL	TDE_37%	NULL	50.5488	132.0	2	20.0	TDExport	AUTOCOVH	NULL	NULL	Manual	FedEx
CL_O_115112051578	DHL CL	59.99953424001278	41.90532352941176	NULL	TDD_21%	NULL	53.04423529411765	12.0	25	5.0	TDDom	CSMRCSDU	Influencer	Campaign	Liveball	NULL
CL_O_115098570758	DHL CL	45.0	64.64726470588235	NULL	TDI_45%	NULL	110.772	21.6	3	30.0	TDImport	TECHCSEL	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_114412089517	DHL CL	28.999747434842917	92.76847058823529	NULL	TDD_29%	NULL	130.65935294117648	147.42	200	0.5	TDDom	RETLSPRT	Decision Maker	Cash Customer	CSV	Chile Express
CL_O_114447464466	DHL CL	81.62916547992025	79.56705882352941	NULL	TDE_47%	NULL	147.462	30.0	10	5.0	TDExport	RETLSPRT	Influencer	Campaign	Liveball	NULL
CL_O_113233483328	DHL CL	68.00040772074836	149.3505882352941	NULL	TDI_55%	NULL	323.751	138.0	5	30.0	TDImport	RETLONLI	Influencer	NULL	Manual	FedEx
CL_O_115061147602	DHL CL	50.002369106846714	26.558735294117646	NULL	TDE_33%	NULL	37.989	114.0	6	2.75	TDExport	ENGMINDE	Decision Maker	Website	CSV	NULL
CL_O_114421821211	DHL CL	50.00055936545583	84.08144117647059	NULL	TDI_49%	NULL	160.8966	88.44	3	40.0	TDImport	ENGMINDE	Influencer	NULL	Manual	FedEx
CL_O_115853898342	DHL CL	32.99719887955182	15.103852941176472	NULL	TDI_33%	NULL	19.278	30.6	3	0.5	TDImport	TECHCSEL	Influencer	Campaign	Liveball	Other
CL_O_115053114782	DHL CL	53.00004158349967	141.51855882352942	NULL	TDI_53%	NULL	288.576	144.0	1	250.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	TNT
CL_O_115854419055	DHL CL	70.00049244103019	527.6805882352941	NULL	TD3_63%	NULL	1218.42	120.0	20	20.0	TD3rd	PROFLOGS	NULL	Campaign	Liveball	Other
CL_O_115865137147	DHL CL	59.99978179517113	188.11367647058825	NULL	TDI_58%	NULL	384.9594	60.0	7	25.0	TDImport	CSMRCSDU	Influencer	Website	CSV	NULL
CL_O_115053167868	DHL CL	52.99993071495462	131.65208823529412	NULL	TDI_53%	NULL	268.4562	132.0	1	200.0	TDImport	FASHFASH	Influencer	Campaign	Liveball	FedEx
CL_O_114421123857	DHL CL	50.00257718674295	8.230411764705883	NULL	TDI_31%	NULL	11.6406	18.0	1	3.0	TDImport	RETLSPRT	Influencer	Cash Customer	CSV	NULL
CL_O_115053492044	DHL CL	50.99957404515122	129.63282352941178	NULL	TDI_51%	NULL	253.548	216.0	6	35.0	TDImport	LSHEHCSV	Influencer	Cash Customer	CSV	FedEx
CL_O_115060886469	DHL CL	50.001166126361454	61.20247058823529	NULL	TDI_43%	NULL	102.9048	51.0	4	10.0	TDImport	PROFLOGS	Influencer	Cash Customer	CSV	NULL
CL_O_115853381188	DHL CL	34.99713138267356	3.155029411764706	NULL	TDE_14%	NULL	3.1374	3.1374	1	0.5	TDExport	TECHETCO	Influencer	Campaign	Liveball	NULL
CL_O_113344016870	DHL CL	40.000273871307876	27.729176470588236	NULL	TDI_36%	NULL	43.8162	53.88	2	15.0	TDImport	TECHCOMP	Influencer	Cash Customer	CSV	NULL
CL_O_115839952255	DHL CL	61.129106894956045	3.911382352941176	NULL	TDE_14%	NULL	3.8898	6.0	1	1.0	TDExport	FASHFASH	Influencer	Cash Customer	CSV	NULL
CL_O_113343325181	DHL CL	28.00397219463754	5.161764705882353	NULL	TDE_FTB1801	NULL	7.2504	7.2504	2	0.5	TDExport	FINSFSVP	Influencer	Campaign	Liveball	NULL
CL_O_115840263755	DHL CL	49.0017940985609	93.73323529411765	NULL	TDI_49%	NULL	157.182	80.16	10	5.0	TDImport	PROFCLPS	Influencer	Cash Customer	CSV	FedEx
CL_O_115050883675	DHL CL	67.99971177403084	90.50470588235294	NULL	TDE_48%	NULL	166.536	354.0	20	2.0	TDExport	FASHFASH	Decision Maker	NULL	Manual	FedEx
CL_O_115851316383	DHL CL	44.99974429784188	34.571735294117644	NULL	TDE_37%	NULL	46.9296	42.0	1	50.0	TDExport	RETLSPRT	Influencer	Campaign	Liveball	NULL
CL_O_113343250112	DHL CL	34.990953131383876	19.82470588235294	NULL	TDE_FTB1802	NULL	30.8394	24.0	10	0.5	TDExport	CSMRFMCG	Influencer	Website	CSV	NULL
CL_O_114437392512	DHL CL	50.00022807409672	73.75464705882354	NULL	TDI_45%	NULL	131.5362	175.68	1	100.0	TDImport	ENGMINDE	NULL	New Customer - New Business	Campaign	OTHER
CL_O_114412675926	DHL CL	50.00190861549032	48.044558823529414	NULL	TDI_41%	NULL	78.591	90.0	5	5.0	TDImport	CSMRCSDU	NULL	Cash Customer	CSV	FedEx
CL_O_114432470498	DHL CL	50.001166126361454	46.421735294117646	NULL	TDI_41%	NULL	77.1786	45.0	3	10.0	TDImport	PROFCLPS	Influencer	Cash Customer	CSV	NULL
CL_O_114432233257	DHL CL	70.00007845552454	249.49358823529414	NULL	TDI_60%	NULL	611.8116	207.06	4	75.25	TDImport	TECHCSEL	Decision Maker	NULL	Manual	NULL
CL_O_114431466839	DHL CL	49.990110759493675	20.10308823529412	NULL	TDE_FTB1802	NULL	30.336	30.0	5	1.0	TDExport	PROFCLPS	Influencer	Cash Customer	CSV	NULL
CL_O_114431165689	DHL CL	45.00017352761816	67.85673529411766	NULL	TDI_45%	NULL	121.0182	30.0	1	60.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	Other
CL_O_115099452504	DHL CL	57.99853304269672	141.74638235294117	NULL	TDE_54%	NULL	290.397	140.4	35	5.93	TDExport	ENGMINDE	Decision Maker	NULL	Manual	FedEx
CL_O_114470699294	DHL CL	50.000630346917724	53.892088235294125	NULL	TDD_23%	NULL	69.98947058823529	120.0	13	15.0	TDDom	ENGMCSEQ	Influencer	Cash Customer	CSV	NULL
CL_O_115074427478	DHL CL	44.971870604782	61.48235294117647	NULL	TDI_43%	NULL	102.384	69.0	4	20.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	NULL
CL_O_115791057685	DHL CL	54.99998509202692	121.01673529411765	NULL	TDI_49%	NULL	201.2346	199.2	7	11.71	TDImport	FASHFASH	Influencer	Campaign	Liveball	NULL
CL_O_113336760628	DHL CL	50.000545512072186	83.18329411764705	NULL	TDI_49%	NULL	164.9826	144.0	3	25.0	TDImport	CSMRCSDU	Influencer	Campaign	Liveball	Other
CL_O_114491788500	DHL CL	50.00035925476192	125.68817647058825	NULL	TDI_51%	NULL	250.5186	48.0	3	40.0	TDImport	TECHCSEL	Influencer	Cash Customer	CSV	NULL
CL_O_114491679308	DHL CL	50.00035925476193	50.44579411764706	NULL	TDI_41%	NULL	83.5062	18.0	1	40.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	NULL
CL_O_114491480641	DHL CL	0.0	10.343029411764705	NULL	TDI_31%	NULL	14.64	31.8	1	10.0	TDImport	CSMRMDEN	Approver	NULL	Manual	NULL
CL_O_114491440578	DHL CL	0.0	10.343029411764705	NULL	TDI_31%	NULL	14.64	31.8	1	10.0	TDImport	CSMRMDEN	Approver	NULL	Manual	NULL
CL_O_115031993833	DHL CL	50.0	47.432117647058824	NULL	TDI_41%	NULL	76.788	132.0	3	20.0	TDImport	NULL	Decision Maker	Website	CSV	FedEx
CL_O_115032691060	DHL CL	25.000311460500598	57.48185294117648	NULL	TDI_43%	NULL	96.3204	126.0	7	6.59	TDImport	PROFLOGS	User	NULL	Manual	NULL
CL_O_115879121122	DHL CL	40.00097957584366	204.12599999999998	NULL	TDI_58%	NULL	416.5068	0.12	17	19.0	TDImport	ENGMINDE	Decision Maker	NULL	Manual	Other
CL_O_114490480931	DHL CL	0.0	10.343029411764705	NULL	TDI_31%	NULL	14.64	31.8	1	10.0	TDImport	CSMRMDEN	Approver	NULL	Manual	NULL
CL_O_114401301938	DHL CL	19.999278525305726	2.3725588235294115	NULL	TDD_03%	NULL	2.4459705882352942	2.34	1	8.0	TDDom	OTHROTHR	Influencer	Cash Customer	CSV	NULL
CL_O_115779903672	DHL CL	33.00061375456278	29.348470588235294	NULL	TDE_33%	NULL	37.1484	36.0	2	20.0	TDExport	ENGMINDE	Decision Maker	Website	CSV	Freight Forwarder
CL_O_115031934579	DHL CL	45.0005920462811	23.767235294117647	NULL	TDI_36%	NULL	35.4702	19.5	1	25.0	TDImport	CSMRCSDU	Decision Maker	NULL	Manual	UPS
CL_O_114400362940	DHL CL	29.998778551361923	7.669852941176471	NULL	TDE_25%	NULL	9.8244	69.0	1	5.0	TDExport	LSHEMEDD	Decision Maker	NULL	Manual	NULL
CL_O_115139608731	DHL CL	70.00013263127181	556.1294117647059	NULL	TDI_71%	NULL	1809.528	288.0	40	20.0	TDImport	PROFLOGS	Approver	NULL	Manual	FedEx
CL_O_114503338538	DHL CL	39.99879066392551	13.662617647058823	NULL	TDI_33%	NULL	19.8456	12.0	1	30.0	TDImport	ENGMCSEQ	Influencer	Cash Customer	CSV	NULL
CL_O_115771312904	DHL CL	55.00000000000001	167.39964705882352	NULL	TDI_55%	NULL	318.384	120.0	4	70.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	OTHER
CL_O_115030418666	DHL CL	35.003170577045026	2.546470588235294	NULL	TDE_14%	NULL	2.8386	4.7586	1	0.5	TDExport	CSMRCSDU	Influencer	Campaign	Liveball	NULL
CL_O_114401042246	DHL CL	59.99999999999999	276.5498823529412	NULL	TDI_62%	NULL	699.12	300.0	12	50.0	TDImport	PROFCLPS	Influencer	Cash Customer	CSV	NULL
CL_O_115778400589	DHL CL	32.00312989045382	8.897470588235294	NULL	TDI_18%	NULL	9.2016	30.0	1	10.0	TDImport	FASHFASH	Influencer	Campaign	Liveball	NULL
CL_O_115030692703	DHL CL	50.000279584202374	114.15732352941176	NULL	TDI_49%	NULL	214.6044	60.0	3	40.0	TDImport	TECHCSEL	Decision Maker	Website	GCA	FedEx
CL_O_114502440704	DHL CL	50.000845780401576	43.73576470588235	NULL	TDI_40%	NULL	70.9404	72.0	2	25.0	TDImport	CSMRPERS	Decision Maker	Cash Customer	CSV	NULL
CL_O_114490231525	DHL CL	30.99890411152522	120.61235294117647	NULL	TDD_31%	NULL	174.79773529411764	30.0	70	6.0	TDDom	CSMRFMCG	Decision Maker	Campaign	Liveball	Correos de Chile
CL_O_114490123926	DHL CL	60.01371424335369	99.45635294117648	NULL	TDI_FTB1805	NULL	194.2506	30.0	3	30.0	TDImport	AUTOARFF	Influencer	Cash Customer	CSV	NULL
CL_O_113336982689	DHL CL	27.981345769487007	6.41214705882353	NULL	TDI_FTB1801	NULL	9.006	24.0	1	5.0	TDImport	ENGMCSEQ	Influencer	Campaign	Liveball	NULL
CL_O_114401948105	DHL CL	49.9967730011676	106.45888235294117	NULL	TDI_FTB1805	NULL	204.5244	53.64	2	50.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	Freight Forwarder
CL_O_115126323461	DHL CL	71.99897380880192	133.59617647058823	NULL	TDI_51%	NULL	257.262	120.0	10	10.0	TDImport	PROFCLPS	Influencer	Campaign	Liveball	NULL
CL_O_115126322669	DHL CL	39.99941242925782	27.421588235294116	NULL	TDD_17%	NULL	33.037323529411765	60.0	40	1.0	TDDom	PSECEDUC	Influencer	NULL	Manual	Other
CL_O_115042569486	DHL CL	59.99966180225577	411.59911764705885	NULL	TDI_63%	NULL	1064.466	72.0	30	15.0	TDImport	CSMRCSDU	Influencer	Campaign	Liveball	NULL
CL_O_115124810567	DHL CL	40.03659635675075	41.88335294117647	NULL	TDI_FTB1803	NULL	65.9082	90.0	1	50.0	TDImport	CSMRPERS	Influencer	NULL	Manual	FedEx
CL_O_115074520596	DHL CL	57.99992420127089	79.55761764705882	NULL	TDI_47%	NULL	142.4826	72.0	3	35.0	TDImport	ENGMCSEQ	NULL	Website	CSV	Other
CL_O_113336946790	DHL CL	35.000116612636134	16.531676470588238	NULL	TDI_35%	NULL	25.7262	0.06	1	10.0	TDImport	ENGMCSEQ	Influencer	Existing Customer	CSV	NULL
CL_O_115042842684	DHL CL	50.001166126361454	109.68917647058824	NULL	TDI_49%	NULL	205.8096	66.0	8	10.0	TDImport	RETLSPRT	Decision Maker	Cash Customer	CSV	FedEx
CL_O_115805278882	DHL CL	40.007464928491444	45.00026470588235	NULL	TDI_40%	NULL	65.9082	36.24	1	50.0	TDImport	RETLGMSP	Influencer	Cash Customer	CSV	Lan Cargo
CL_O_115685007884	DHL CL	18.999404950954087	39.15573529411765	NULL	TDD_19%	NULL	48.34005882352941	39.12	75	0.5	TDDom	CSMRCSDU	Influencer	Campaign	Liveball	Chile Express
CL_O_115042939096	DHL CL	41.999959498592574	38.394	NULL	TDI_38%	NULL	59.2572	233.88	2	12.0	TDImport	CHEMCHPD	NULL	Website	CSV	Other
CL_O_115817195463	DHL CL	50.00021463188486	85.26961764705882	NULL	TDI_47%	NULL	139.7742	69.84	1	70.0	TDImport	OTHROTHR	Influencer	NULL	Other	UPS
CL_O_114471354107	DHL CL	49.996048197618855	115.03085294117646	NULL	TDI_FTB1806	NULL	250.5186	45.0	3	40.0	TDImport	CSMRCSDU	Approver	Website	CSV	NULL
CL_O_115817457678	DHL CL	20.000670699245887	17.892	NULL	TDD_15%	NULL	21.04914705882353	66.0	10	5.0	TDDom	CSMRPRNT	NULL	New Customer - New Business	Manual	OTHER
CL_O_114402306921	DHL CL	49.993670405347245	44.38535294117647	NULL	TDI_FTB1803	NULL	71.0946	42.0	3	15.0	TDImport	NULL	Decision Maker	Campaign	ISL	FedEx
CL_O_115880373657	DHL CL	57.99997424417382	86.44394117647059	NULL	TDI_47%	NULL	139.7742	42.0	1	70.0	TDImport	TECHEMSO	Influencer	Cash Customer	CSV	NULL
CL_O_115138147348	DHL CL	34.979395124676955	6.557029411764706	NULL	TDE_FTB1801	NULL	8.5902	15.7458	1	5.0	TDExport	CSMRCSDU	NULL	Cash Customer	CSV	NULL
CL_O_115794282407	DHL CL	40.00046645054457	19.250470588235295	NULL	TDI_35%	NULL	25.7262	81.0	1	10.0	TDImport	CSMRPERS	Decision Maker	NULL	Manual	OTHER
CL_O_115868267263	DHL CL	54.99940815394761	26.421	NULL	TDI_36%	NULL	35.4822	27.0	1	15.0	TDImport	TECHCSEL	Influencer	Cash Customer	CSV	NULL
CL_O_115139370715	DHL CL	57.999655158693315	97.80141176470589	NULL	TDI_49%	NULL	180.9528	51.0	4	20.0	TDImport	RETLGMSP	Influencer	Cash Customer	CSV	NULL
CL_O_115041298116	DHL CL	57.99976330714539	75.90458823529413	NULL	TDI_45%	NULL	131.8164	24.0	2	50.0	TDImport	OTHROTHR	Approver	Website	CSV	NULL
CL_O_115793612186	DHL CL	55.00057019044361	127.19576470588234	NULL	TDE_50%	NULL	220.9788	120.0	7	25.0	TDExport	OTHROTHR	NULL	NULL	Manual	FedEx
CL_O_114481822191	DHL CL	50.00190861549032	10.76179411764706	NULL	TDI_33%	NULL	15.7182	15.0	1	5.0	TDImport	FASHFASH	Influencer	Campaign	Liveball	NULL
CL_O_115802424574	DHL CL	57.99993453855134	39.251735294117644	NULL	TDI_38%	NULL	54.9942	36.0	1	25.0	TDImport	OTHROTHR	Influencer	Cash Customer	CSV	NULL
CL_O_113300006756	DHL CL	67.99972944180462	151.17352941176472	NULL	TDI_57%	NULL	354.822	183.0	10	15.0	TDImport	RETLGMSP	Approver	NULL	Manual	FedEx
CL_O_115074754103	DHL CL	40.00047217697193	48.997852941176475	NULL	TDE_39%	NULL	76.2426	69.0	3	15.0	TDExport	AUTOCM12	NULL	NULL	Manual	OTHER
CL_O_115794154879	DHL CL	58.00013151261425	170.16935294117647	NULL	TD3_46%	NULL	273.738	90.0	2	50.0	TD3rd	FASHFASH	Influencer	Website	CSV	NULL
CL_O_115097098570	DHL CL	28.004017531044568	5.000558823529412	NULL	TDI_FTB1801	NULL	6.5712	6.0	1	0.5	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	NULL
CL_O_115097238169	DHL CL	57.9997301055522	61.851088235294114	NULL	TDI_43%	NULL	102.2622	18.0	1	50.0	TDImport	TECHCSEL	Influencer	Campaign	Liveball	NULL
CL_O_113334894227	DHL CL	59.99974733756964	132.44135294117646	NULL	TDI_53%	NULL	284.9652	210.0	6	35.0	TDImport	ENGMCSEQ	User	Website	CSV	NULL
CL_O_113277319528	DHL CL	63.009934474741065	35.07	NULL	TDE_38%	NULL	56.772	84.0	20	0.5	TDExport	CSMRFMCG	NULL	New Customer - New Business	External Database	FedEx
CL_O_115684980545	DHL CL	60.00465786923033	41.73608823529412	NULL	TDD_19%	NULL	51.525705882352945	21.48	80	0.5	TDDom	PROFSVCP	Decision Maker	Cash Customer	CSV	NULL
CL_O_114929321088	DHL CL	19.469995233135023	24.122382352941177	NULL	TDE_33%	NULL	33.9846	33.6618	2	14.5	TDExport	CHEMCHPD	Decision Maker	NULL	NULL	Freight Forwarder
CL_O_113322067576	DHL CL	36.000749625187396	24.230117647058822	NULL	TDI_36%	NULL	38.4192	24.54	4	2.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	NULL
CL_O_114783827121	DHL CL	35.00284936364211	7.789323529411765	NULL	TDI_18%	NULL	9.4758	9.4758	1	3.0	TDImport	OTHROTHR	Influencer	Website	CSV	NULL
CL_O_115444670999	DHL CL	71.39763917021722	6.79385294117647	NULL	TDE_25%	NULL	8.5902	6.0	1	5.0	TDExport	AUTOARFF	Decision Maker	Campaign	Liveball	NULL
CL_O_115444793589	DHL CL	45.00038185845053	63.78917647058823	NULL	TDI_45%	NULL	109.9884	48.0	2	25.0	TDImport	TECHCSEL	Influencer	Cash Customer	CSV	Other
CL_O_114775724272	DHL CL	40.00000000000001	28.08741176470588	NULL	TDI_36%	NULL	43.92	12.0	3	10.0	TDImport	LSHECLTR	Influencer	Cash Customer	CSV	NULL
CL_O_114774952288	DHL CL	29.999999999999986	44.529	NULL	TDI_40%	NULL	73.848	27.0	2	30.0	TDImport	OTHROTHR	NULL	Website	CSV	NULL
CL_O_113322153202	DHL CL	54.99866396915677	28.810058823529413	NULL	TDI_38%	NULL	47.1546	21.18	3	5.0	TDImport	CSMRCSDU	Approver	Website	CSV	NULL
CL_O_115443958324	DHL CL	66.99991843988376	485.3567647058823	NULL	TDI_67%	NULL	1397.742	922.44	10	70.0	TDImport	PROFLOGS	Influencer	Cash Customer	CSV	FedEx
CL_O_115238763664	DHL CL	44.99986344643003	41.364441176470585	NULL	TDI_40%	NULL	65.9082	18.0	1	50.0	TDImport	FASHFASH	Influencer	Cash Customer	CSV	NULL
CL_O_114772781693	DHL CL	40.999666035845486	51.13288235294118	NULL	TDE_41%	NULL	86.2368	9.0	10	5.0	TDExport	RETLSPRT	Influencer	Campaign	Liveball	Chile Express
CL_O_114929713470	DHL CL	50.00140556039693	52.67717647058824	NULL	TDI_41%	NULL	85.3752	39.6	4	13.0	TDImport	OTHROTHR	Approver	Website	CSV	NULL
CL_O_114930144619	DHL CL	39.99536485835552	32.232705882352946	NULL	TDD_17%	NULL	38.83376470588235	52.8	60	0.5	TDDom	LSHECLTR	Approver	NULL	Manual	Chile Express
CL_O_115446833909	DHL CL	70.00079308430486	269.24161764705883	NULL	TD3_55%	NULL	567.405	462.0	15	15.0	TD3rd	AUTOARFF	Decision Maker	NULL	Manual	FedEx
CL_O_115238441273	DHL CL	65.00006622448333	179.11517647058824	NULL	TDI_58%	NULL	407.7042	54.0	1	200.0	TDImport	RETLGMSP	Influencer	Cash Customer	CSV	NULL
CL_O_114752510980	DHL CL	54.99974852166665	85.59935294117646	NULL	TDI_49%	NULL	167.0124	24.0	2	40.0	TDImport	CSMRCSDU	Influencer	Website	CSV	NULL
CL_O_114752439769	DHL CL	40.01414760669654	53.68941176470589	NULL	TDI_FTB1803	NULL	89.061	53.4	5	10.0	TDImport	TECHEMSO	Influencer	NULL	Manual	Other
CL_O_114929542202	DHL CL	40.180375535951896	338.8110882352941	NULL	TDD_43%	NULL	594.4069411764706	192.0	600	1.2	TDDom	CSMRCSDU	Influencer	Website	CSV	Correos de Chile
CL_O_115443664922	DHL CL	39.99999999999999	39.37552941176471	NULL	TDI_38%	NULL	60.354	48.0	3	15.0	TDImport	TECHEMSO	Approver	NULL	Manual	NULL
CL_O_115436369433	DHL CL	55.000505271667734	46.209529411764706	NULL	TDI_40%	NULL	71.2488	84.0	4	10.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	NULL
CL_O_114787739356	DHL CL	59.999326304443024	42.85517647058823	NULL	TDI_40%	NULL	71.2488	54.0	4	10.0	TDImport	TECHETCO	Decision Maker	NULL	Manual	FedEx
CL_O_113269258435	DHL CL	62.994250850639446	59.32411764705883	NULL	TDE_42%	NULL	102.276	84.0	20	0.5	TDExport	CSMRFMCG	NULL	New Customer - New Business	External Database	FedEx
CL_O_115435488359	DHL CL	32.999961827690186	11.081470588235293	NULL	TDI_33%	NULL	15.7182	16.8	1	5.0	TDImport	ENGMINDE	Influencer	Cash Customer	CSV	Other
CL_O_114927948788	DHL CL	33.002718389537876	22.887529411764707	NULL	TDE_33%	NULL	32.6664	162.0	4	2.0	TDExport	LSHEHCSV	Influencer	Cash Customer	CSV	NULL
CL_O_114928609854	DHL CL	30.00089581653677	5.496176470588235	NULL	TDD_07%	NULL	5.9098235294117645	12.0	2	10.0	TDDom	ENGMINDE	Influencer	Cash Customer	CSV	NULL
CL_O_114928660604	DHL CL	65.00018041350776	187.80935294117648	NULL	TDE_60%	NULL	448.9686	69.12	3	160.0	TDExport	ENGMINDE	NULL	New Customer - New Business	Campaign	Hot Express Chiletrans Courier
CL_O_115436579012	DHL CL	48.000093290108914	74.44235294117648	NULL	TDI_45%	NULL	128.631	108.0	5	10.0	TDImport	TECHCOMP	NULL	NULL	Manual	FedEx
CL_O_113277698068	DHL CL	60.00022067887126	159.30123529411765	NULL	TDE_58%	NULL	380.6436	180.0	35	3.07	TDExport	ENGMINDE	Influencer	NULL	Manual	NULL
CL_O_114786645574	DHL CL	75.0005902212149	160.50838235294117	NULL	TDE_58%	NULL	381.213	156.0	15	15.0	TDExport	OTHROTHR	Decision Maker	NULL	Manual	FedEx
CL_O_114928860768	DHL CL	54.998142521997124	28.78191176470588	NULL	TDD_17%	NULL	34.677	120.0	30	2.0	TDDom	FASHFASH	NULL	Campaign	Liveball	Other
CL_O_114786547494	DHL CL	50.000921115655274	71.83023529411764	NULL	TDI_45%	NULL	130.2768	61.98	6	13.5	TDImport	CHEMCHPD	NULL	Campaign	External Database	FedEx
CL_O_114786252916	DHL CL	63.59918200408998	3.2883529411764707	NULL	TDE_14%	NULL	3.8142	0.18	1	1.0	TDExport	FINSFSVP	Decision Maker	NULL	NULL	NULL
CL_O_114928875933	DHL CL	70.00000266602184	988.5	NULL	TDI_79%	NULL	4501.0884	114.0	2	1000.0	TDImport	FASHCOSM	Decision Maker	NULL	Manual	Other
CL_O_114929199513	DHL CL	49.99490349064559	74.53305882352942	NULL	TDI_FTB1804	NULL	129.5004	64.2	2	30.0	TDImport	CSMRCSDU	Influencer	Cash Customer	CSV	NULL
CL_O_114938192014	DHL CL	30.00003458017933	21.68885294117647	NULL	TDD_15%	NULL	25.516147058823528	36.0	5	15.0	TDDom	PROFCLPS	Influencer	Cash Customer	CSV	NULL
